,GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
4464,COUNTRIES,BGD,Bangladesh,2006.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3798525.0,3619122.0,95.0
4465,COUNTRIES,BGD,Bangladesh,2006.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3798525.0,3546684.0,93.0
4466,COUNTRIES,BGD,Bangladesh,2006.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3798525.0,3566628.0,94.0
4467,COUNTRIES,BGD,Bangladesh,2006.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3798525.0,3480917.0,92.0
4468,COUNTRIES,BGD,Bangladesh,2006.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4062594.0,2399772.0,59.0
4469,COUNTRIES,BGD,Bangladesh,2006.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3798525.0,3268620.0,86.0
4470,COUNTRIES,BGD,Bangladesh,2005.0,BCG,BCG,ADMIN,Administrative coverage,3992082.0,3616898.0,97.0
4471,COUNTRIES,BGD,Bangladesh,2005.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3732596.0,3568160.0,96.0
4472,COUNTRIES,BGD,Bangladesh,2005.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3732596.0,3573367.0,96.0
4473,COUNTRIES,BGD,Bangladesh,2005.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,2756806.0,2319200.0,62.0
4474,COUNTRIES,BGD,Bangladesh,2005.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3732596.0,3508544.0,94.0
4475,COUNTRIES,BGD,Bangladesh,2005.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3732596.0,3571123.0,96.0
4476,COUNTRIES,BGD,Bangladesh,2005.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4868392.0,2341363.0,48.0
4477,COUNTRIES,BGD,Bangladesh,2005.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3732596.0,3228774.0,87.0
4478,COUNTRIES,BGD,Bangladesh,2004.0,BCG,BCG,ADMIN,Administrative coverage,3923814.0,3609535.0,92.0
4479,COUNTRIES,BGD,Bangladesh,2004.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3668766.0,3552242.0,97.0
4480,COUNTRIES,BGD,Bangladesh,2004.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3668766.0,3508176.0,96.0
4481,COUNTRIES,BGD,Bangladesh,2004.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,636855.0,375595.0,11.0
4482,COUNTRIES,BGD,Bangladesh,2004.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3668766.0,3528007.0,96.0
4483,COUNTRIES,BGD,Bangladesh,2004.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3668766.0,3507466.0,96.0
4484,COUNTRIES,BGD,Bangladesh,2004.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4785139.0,1944683.0,41.0
4485,COUNTRIES,BGD,Bangladesh,2004.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3668766.0,3300779.0,90.0
4486,COUNTRIES,BGD,Bangladesh,2003.0,BCG,BCG,ADMIN,Administrative coverage,3850832.0,3559379.0,92.0
4487,COUNTRIES,BGD,Bangladesh,2003.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3753154.0,3504211.0,93.0
4488,COUNTRIES,BGD,Bangladesh,2003.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3753154.0,3473908.0,93.0
4489,COUNTRIES,BGD,Bangladesh,2003.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,307788.0,171676.0,5.0
4490,COUNTRIES,BGD,Bangladesh,2003.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3753154.0,3411801.0,91.0
4491,COUNTRIES,BGD,Bangladesh,2003.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3753154.0,3467232.0,92.0
4492,COUNTRIES,BGD,Bangladesh,2003.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3753154.0,3105276.0,83.0
4493,COUNTRIES,BGD,Bangladesh,2002.0,BCG,BCG,ADMIN,Administrative coverage,3794671.0,3319837.0,87.0
4494,COUNTRIES,BGD,Bangladesh,2002.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3698418.0,3289442.0,89.0
4495,COUNTRIES,BGD,Bangladesh,2002.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3698418.0,3263819.0,88.0
4496,COUNTRIES,BGD,Bangladesh,2002.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3698418.0,3200571.0,87.0
4497,COUNTRIES,BGD,Bangladesh,2002.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3698418.0,3249332.0,88.0
4498,COUNTRIES,BGD,Bangladesh,2002.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3698418.0,2924510.0,79.0
4499,COUNTRIES,BGD,Bangladesh,2001.0,BCG,BCG,ADMIN,Administrative coverage,3201664.0,3237582.0,101.0
4500,COUNTRIES,BGD,Bangladesh,2001.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3201664.0,3267406.0,102.0
4501,COUNTRIES,BGD,Bangladesh,2001.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3201664.0,3097460.0,97.0
4502,COUNTRIES,BGD,Bangladesh,2001.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3201664.0,3017447.0,94.0
4503,COUNTRIES,BGD,Bangladesh,2001.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3201664.0,3097363.0,97.0
4504,COUNTRIES,BGD,Bangladesh,2001.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4484156.0,4339995.0,97.0
4505,COUNTRIES,BGD,Bangladesh,2001.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3201664.0,3017447.0,94.0
4506,COUNTRIES,BGD,Bangladesh,2000.0,BCG,BCG,ADMIN,Administrative coverage,3154344.0,2973202.0,94.0
4507,COUNTRIES,BGD,Bangladesh,2000.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3154344.0,3514999.0,111.0
4508,COUNTRIES,BGD,Bangladesh,2000.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3154344.0,2884772.0,91.0
4509,COUNTRIES,BGD,Bangladesh,2000.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3154344.0,2798093.0,89.0
4510,COUNTRIES,BGD,Bangladesh,2000.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3154344.0,2839067.0,90.0
4511,COUNTRIES,BGD,Bangladesh,2000.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4417895.0,3934457.0,89.0
4512,COUNTRIES,BGD,Bangladesh,2000.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3154344.0,2151521.0,68.0
4513,COUNTRIES,BGD,Bangladesh,1999.0,BCG,BCG,ADMIN,Administrative coverage,2985683.0,2993216.0,100.0
4514,COUNTRIES,BGD,Bangladesh,1999.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,2985683.0,2880051.0,96.0
4515,COUNTRIES,BGD,Bangladesh,1999.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2985683.0,2853685.0,96.0
4516,COUNTRIES,BGD,Bangladesh,1999.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,2985683.0,2887370.0,97.0
4517,COUNTRIES,BGD,Bangladesh,1999.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,4183536.0,3615770.0,86.0
4518,COUNTRIES,BGD,Bangladesh,1999.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,2985683.0,932448.0,31.0
4519,COUNTRIES,BGR,Bulgaria,2023.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,32215.0,4914.0,15.0
4520,COUNTRIES,BGR,Bulgaria,2023.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,32215.0,2249.0,7.0
4521,COUNTRIES,BGR,Bulgaria,2023.0,BCG,BCG,ADMIN,Administrative coverage,48418.0,46727.0,96.51
4522,COUNTRIES,BGR,Bulgaria,2023.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55412.0,49533.0,89.39
4523,COUNTRIES,BGR,Bulgaria,2023.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,60863.0,53666.0,88.18
4524,COUNTRIES,BGR,Bulgaria,2023.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,63032.0,56140.0,89.07
4525,COUNTRIES,BGR,Bulgaria,2023.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,53037.0,50398.0,95.02
4526,COUNTRIES,BGR,Bulgaria,2023.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,53271.0,49218.0,92.39
4527,COUNTRIES,BGR,Bulgaria,2023.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,1460000.0,276545.0,18.94
4528,COUNTRIES,BGR,Bulgaria,2023.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,48498.0,47125.0,97.17
4529,COUNTRIES,BGR,Bulgaria,2023.0,HEPB_BDALL,"HepB, birth dose total (including those given within and after 24 hours of birth)",ADMIN,Administrative coverage,48498.0,47125.0,97.17
4530,COUNTRIES,BGR,Bulgaria,2023.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,53271.0,49218.0,92.39
4531,COUNTRIES,BGR,Bulgaria,2023.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,52964.0,48919.0,92.36
4532,COUNTRIES,BGR,Bulgaria,2023.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,53037.0,50398.0,95.02
4533,COUNTRIES,BGR,Bulgaria,2023.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,56097.0,51385.0,91.6
4534,COUNTRIES,BGR,Bulgaria,2023.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,61968.0,54162.0,87.4
4535,COUNTRIES,BGR,Bulgaria,2023.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,52827.0,49422.0,93.55
4536,COUNTRIES,BGR,Bulgaria,2023.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,52792.0,48386.0,91.65
4537,COUNTRIES,BGR,Bulgaria,2023.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,52210.0,45644.0,87.42
4538,COUNTRIES,BGR,Bulgaria,2023.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55412.0,49533.0,89.39
4539,COUNTRIES,BGR,Bulgaria,2023.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,53271.0,49218.0,92.39
4540,COUNTRIES,BGR,Bulgaria,2023.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,30309.0,2892.0,10.0
4541,COUNTRIES,BGR,Bulgaria,2023.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,30309.0,1938.0,6.0
4542,COUNTRIES,BGR,Bulgaria,2023.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,56097.0,51385.0,91.6
4543,COUNTRIES,BGR,Bulgaria,2023.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55412.0,49533.0,89.39
4544,COUNTRIES,BGR,Bulgaria,2023.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,60863.0,53666.0,88.18
4545,COUNTRIES,BGR,Bulgaria,2023.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,63032.0,56140.0,89.07
4546,COUNTRIES,BGR,Bulgaria,2022.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,31506.0,3395.0,11.0
4547,COUNTRIES,BGR,Bulgaria,2022.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,31506.0,2692.0,9.0
4548,COUNTRIES,BGR,Bulgaria,2022.0,BCG,BCG,ADMIN,Administrative coverage,53428.0,51549.0,96.48
4549,COUNTRIES,BGR,Bulgaria,2022.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55337.0,49219.0,88.94
4550,COUNTRIES,BGR,Bulgaria,2022.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,62909.0,54394.0,86.46
4551,COUNTRIES,BGR,Bulgaria,2022.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,66456.0,53865.0,81.05
4552,COUNTRIES,BGR,Bulgaria,2022.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,55016.0,51679.0,93.93
4553,COUNTRIES,BGR,Bulgaria,2022.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,54713.0,49993.0,91.37
4554,COUNTRIES,BGR,Bulgaria,2022.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,53609.0,52077.0,97.14
4555,COUNTRIES,BGR,Bulgaria,2022.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,53309.0,48753.0,91.45
4556,COUNTRIES,BGR,Bulgaria,2022.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,54713.0,49993.0,91.37
4557,COUNTRIES,BGR,Bulgaria,2022.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,55016.0,51679.0,93.93
4558,COUNTRIES,BGR,Bulgaria,2022.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,55241.0,50381.0,91.2
4559,COUNTRIES,BGR,Bulgaria,2022.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,66068.0,57629.0,87.23
4560,COUNTRIES,BGR,Bulgaria,2022.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,55341.0,50713.0,91.64
4561,COUNTRIES,BGR,Bulgaria,2022.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,54957.0,48555.0,88.35
4562,COUNTRIES,BGR,Bulgaria,2022.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,53942.0,46981.0,87.1
4563,COUNTRIES,BGR,Bulgaria,2022.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55337.0,49219.0,88.94
4564,COUNTRIES,BGR,Bulgaria,2022.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,54713.0,49993.0,91.37
4565,COUNTRIES,BGR,Bulgaria,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,27788.0,1837.0,7.0
4566,COUNTRIES,BGR,Bulgaria,2022.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,29765.0,1103.0,4.0
4567,COUNTRIES,BGR,Bulgaria,2022.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,55241.0,50381.0,91.2
4568,COUNTRIES,BGR,Bulgaria,2022.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,55337.0,49219.0,88.94
4569,COUNTRIES,BGR,Bulgaria,2022.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,62909.0,54394.0,86.46
4570,COUNTRIES,BGR,Bulgaria,2022.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,66456.0,53865.0,81.05
4571,COUNTRIES,BGR,Bulgaria,2021.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,31295.0,4472.0,14.0
4572,COUNTRIES,BGR,Bulgaria,2021.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,31295.0,2751.0,9.0
4573,COUNTRIES,BGR,Bulgaria,2021.0,BCG,BCG,ADMIN,Administrative coverage,48868.0,47247.0,96.68
4574,COUNTRIES,BGR,Bulgaria,2021.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,53433.0,41386.0,77.45
4575,COUNTRIES,BGR,Bulgaria,2021.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,60492.0,51357.0,84.9
4576,COUNTRIES,BGR,Bulgaria,2021.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,72855.0,64581.0,88.64
4577,COUNTRIES,BGR,Bulgaria,2021.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,54526.0,50366.0,92.37
4578,COUNTRIES,BGR,Bulgaria,2021.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,54031.0,48345.0,89.48
4579,COUNTRIES,BGR,Bulgaria,2021.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,49141.0,47792.0,97.25
4580,COUNTRIES,BGR,Bulgaria,2021.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,53879.0,48144.0,89.36
4581,COUNTRIES,BGR,Bulgaria,2021.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,54031.0,48345.0,89.48
4582,COUNTRIES,BGR,Bulgaria,2021.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,54526.0,50366.0,92.37
4583,COUNTRIES,BGR,Bulgaria,2021.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,54031.0,48345.0,89.48
4584,COUNTRIES,BGR,Bulgaria,2021.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,65275.0,55999.0,85.79
4585,COUNTRIES,BGR,Bulgaria,2021.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,54262.0,49612.0,91.43
4586,COUNTRIES,BGR,Bulgaria,2021.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,51439.0,46470.0,90.34
4587,COUNTRIES,BGR,Bulgaria,2021.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,48991.0,42330.0,86.4
4588,COUNTRIES,BGR,Bulgaria,2021.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,53433.0,41386.0,77.45
4589,COUNTRIES,BGR,Bulgaria,2021.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,54031.0,48345.0,89.48
4590,COUNTRIES,BGR,Bulgaria,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,130235.0,4472.0,3.0
4591,COUNTRIES,BGR,Bulgaria,2021.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,130923.0,2525.0,2.0
4592,COUNTRIES,BGR,Bulgaria,2021.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,54031.0,48345.0,89.48
4593,COUNTRIES,BGR,Bulgaria,2021.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,53433.0,41386.0,77.45
4594,COUNTRIES,BGR,Bulgaria,2021.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,60492.0,51357.0,84.9
4595,COUNTRIES,BGR,Bulgaria,2021.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,72855.0,64581.0,88.64
4596,COUNTRIES,BGR,Bulgaria,2020.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,31253.0,3798.0,12.0
4597,COUNTRIES,BGR,Bulgaria,2020.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,31253.0,2777.0,9.0
4598,COUNTRIES,BGR,Bulgaria,2020.0,BCG,BCG,ADMIN,Administrative coverage,53178.0,51588.0,97.01
4599,COUNTRIES,BGR,Bulgaria,2020.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,56385.0,50114.0,88.88
4600,COUNTRIES,BGR,Bulgaria,2020.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,63237.0,55717.0,88.11
4601,COUNTRIES,BGR,Bulgaria,2020.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,60965.0,21776.0,35.72
4602,COUNTRIES,BGR,Bulgaria,2020.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,56020.0,52802.0,94.26
4603,COUNTRIES,BGR,Bulgaria,2020.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,55460.0,50600.0,91.24
4604,COUNTRIES,BGR,Bulgaria,2020.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,1504088.0,150000.0,9.97
4605,COUNTRIES,BGR,Bulgaria,2020.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,53251.0,51986.0,97.62
4606,COUNTRIES,BGR,Bulgaria,2020.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,55353.0,50632.0,91.47
4607,COUNTRIES,BGR,Bulgaria,2020.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,55081.0,50325.0,91.37
4608,COUNTRIES,BGR,Bulgaria,2020.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,56020.0,52802.0,94.26
4609,COUNTRIES,BGR,Bulgaria,2020.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,55964.0,49418.0,88.3
4610,COUNTRIES,BGR,Bulgaria,2020.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,64211.0,54257.0,84.5
4611,COUNTRIES,BGR,Bulgaria,2020.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,54748.0,50800.0,92.79
4612,COUNTRIES,BGR,Bulgaria,2020.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,49010.0,42445.0,86.6
4613,COUNTRIES,BGR,Bulgaria,2020.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,52392.0,44777.0,85.47
4614,COUNTRIES,BGR,Bulgaria,2020.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,56385.0,50114.0,88.88
4615,COUNTRIES,BGR,Bulgaria,2020.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,55460.0,50600.0,91.24
4616,COUNTRIES,BGR,Bulgaria,2020.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,61434.0,2431.0,4.0
4617,COUNTRIES,BGR,Bulgaria,2020.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,62036.0,1642.0,3.0
4618,COUNTRIES,BGR,Bulgaria,2020.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,55964.0,49418.0,88.3
4619,COUNTRIES,BGR,Bulgaria,2020.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,53251.0,26589.0,49.93
4620,COUNTRIES,BGR,Bulgaria,2020.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,53251.0,23884.0,44.85
4621,COUNTRIES,BGR,Bulgaria,2020.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,56385.0,50114.0,88.88
4622,COUNTRIES,BGR,Bulgaria,2020.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,63237.0,55717.0,88.11
4623,COUNTRIES,BGR,Bulgaria,2020.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,60965.0,21776.0,35.72
4624,COUNTRIES,BGR,Bulgaria,2019.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,30865.0,2914.0,9.0
4625,COUNTRIES,BGR,Bulgaria,2019.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,30865.0,2007.0,7.0
4626,COUNTRIES,BGR,Bulgaria,2019.0,BCG,BCG,ADMIN,Administrative coverage,56713.0,54151.0,95.5
4627,COUNTRIES,BGR,Bulgaria,2019.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,61693.0,56897.0,92.2
4628,COUNTRIES,BGR,Bulgaria,2019.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,66158.0,59878.0,90.5
4629,COUNTRIES,BGR,Bulgaria,2019.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,68635.0,62237.0,90.7
4630,COUNTRIES,BGR,Bulgaria,2019.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,58777.0,56209.0,95.6
4631,COUNTRIES,BGR,Bulgaria,2019.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,61181.0,56785.0,92.8
4632,COUNTRIES,BGR,Bulgaria,2019.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,1481910.0,113835.0,8.0
